,Family,Virus,Abbreviation,Species,Probe,Accession,Identifier,Strand
CM014226.1-76T2IS,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,76T2IS,+
CM014226.1-N3UTC0,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,N3UTC0,+
CM014226.1-FFMYFG,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,FFMYFG,+
CM014226.1-JPRE9J,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,JPRE9J,+
CM014226.1-AOXE0X,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,AOXE0X,+
CM014226.1-0B2BA5,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,0B2BA5,+
CM014247.1-KUX9Z7,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014247.1,KUX9Z7,-
CM014247.1-OAUKCV,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014247.1,OAUKCV,+
CM014247.1-36L3HQ,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014247.1,36L3HQ,+
CM014226.1-77ORNE,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,77ORNE,+
CM014226.1-BZRK4D,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,BZRK4D,+
CM014226.1-WJM2E6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,WJM2E6,+
CM014226.1-17OJ9F,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,17OJ9F,+
CM014226.1-L2BWX1,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,L2BWX1,+
CM014226.1-Y7B18J,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,Y7B18J,+
CM014226.1-6HJOYH,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,6HJOYH,+
CM014226.1-DD9T1T,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,DD9T1T,+
CM014226.1-Y988GN,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,Y988GN,+
CM014226.1-S8R0AC,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,S8R0AC,+
CM014226.1-YG9WHV,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,YG9WHV,+
CM014226.1-JL94B4,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,JL94B4,+
CM014247.1-66KWGQ,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014247.1,66KWGQ,+
CM014247.1-LR45ZA,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014247.1,LR45ZA,+
CM014247.1-UEHZVN,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014247.1,UEHZVN,+
CM014226.1-ELJZ7S,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,ELJZ7S,+
CM014226.1-DS0LC0,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,DS0LC0,+
CM014226.1-IXVTTY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,IXVTTY,+
CM014226.1-9SA3YA,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,9SA3YA,+
CM014226.1-0XW257,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,0XW257,+
CM014226.1-9G2NSH,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,9G2NSH,+
CM014226.1-0W6U13,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,0W6U13,+
CM014226.1-AV474J,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,AV474J,+
CM014226.1-968462,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,968462,+
CM014226.1-9CWE1U,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,9CWE1U,+
CM014226.1-SN30RB,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,SN30RB,+
CM014226.1-IFUEV4,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,IFUEV4,+
CM014226.1-V1Y20K,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,V1Y20K,+
CM014226.1-BZGWI0,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,BZGWI0,+
CM014226.1-E0YA8P,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,E0YA8P,+
CM014226.1-MVB3PD,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,MVB3PD,+
CM014226.1-AK12L7,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,AK12L7,-
CM014226.1-V1R1IT,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,V1R1IT,-
CM014226.1-OH7KLM,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,OH7KLM,-
CM014226.1-RQH2ZX,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,RQH2ZX,-
CM014226.1-J6V2BN,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,J6V2BN,-
CM014226.1-LW8UR4,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,LW8UR4,-
CM014226.1-J09FDW,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,J09FDW,-
CM014226.1-RJUBBP,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,RJUBBP,-
CM014250.1-DFGG2A,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014250.1,DFGG2A,+
CM014226.1-DEH71J,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,DEH71J,-
CM014226.1-SW8IVB,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,SW8IVB,-
CM014226.1-3TJDDC,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,3TJDDC,-
CM014226.1-F8K7XV,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,F8K7XV,-
CM014226.1-RLD565,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,RLD565,-
CM014226.1-0OC3O9,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,0OC3O9,-
CM014226.1-1MA4EJ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,1MA4EJ,-
CM014226.1-XZTYBL,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,XZTYBL,-
CM014226.1-TIIGU2,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,TIIGU2,-
CM014226.1-A2HXJK,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,A2HXJK,-
CM014226.1-B0V8MM,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,B0V8MM,-
CM014226.1-Y4SBK3,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,Y4SBK3,-
CM014226.1-9M8S7U,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,9M8S7U,-
RXPC01000012.1-SL89TI,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,RXPC01000012.1,SL89TI,-
RXPC01000012.1-XH65V4,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,RXPC01000012.1,XH65V4,-
CM014226.1-08UDBC,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,08UDBC,-
CM014226.1-3XC8W1,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,3XC8W1,-
CM014226.1-OB89DS,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,OB89DS,-
CM014226.1-LG5IBM,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,LG5IBM,-
CM014226.1-OMB6UO,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,OMB6UO,-
CM014226.1-M2S7IN,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,M2S7IN,-
CM014226.1-IIN3Z7,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,IIN3Z7,-
CM014226.1-3KPP2K,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,3KPP2K,-
CM014226.1-YI7V8C,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,YI7V8C,-
CM014226.1-69VTKY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,69VTKY,-
CM014226.1-F90O3X,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,F90O3X,-
CM014226.1-1R3WH6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,1R3WH6,-
CM014226.1-T62EEU,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,T62EEU,-
CM014226.1-0G5SZW,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,0G5SZW,-
CM014226.1-AG5ZGO,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,AG5ZGO,-
CM014226.1-3P36XK,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,3P36XK,-
CM014248.1-SPMJZL,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014248.1,SPMJZL,-
CM014248.1-TS8KTI,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014248.1,TS8KTI,-
CM014226.1-4HQEV3,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,4HQEV3,-
CM014226.1-25YBU1,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,25YBU1,-
CM014226.1-KYRAAV,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,KYRAAV,-
CM014226.1-CG05BH,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,CG05BH,-
CM014226.1-RDL5O5,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,RDL5O5,-
CM014226.1-Q6QM40,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,Q6QM40,-
CM014226.1-TTOKD3,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,TTOKD3,-
CM014226.1-D7SXPM,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,D7SXPM,-
CM014226.1-ITDQ6I,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,ITDQ6I,-
CM014226.1-4XYKY6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,4XYKY6,-
CM014226.1-WOKY1W,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,WOKY1W,-
CM014226.1-NRGEW1,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,NRGEW1,-
CM014226.1-6TEGLN,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,6TEGLN,-
CM014226.1-76SNAS,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,76SNAS,-
CM014226.1-7C8M33,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,7C8M33,-
CM014226.1-ZU3TR6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,ZU3TR6,-
CM014226.1-XK8G9L,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,XK8G9L,-
CM014248.1-KOG5ES,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014248.1,KOG5ES,+
CM014226.1-MPJ7OK,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,MPJ7OK,-
CM014226.1-B0B423,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,B0B423,-
CM014226.1-O1KKXG,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,O1KKXG,-
CM014226.1-UWWQCW,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,UWWQCW,-
CM014226.1-8I6O85,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,8I6O85,-
CM014226.1-AXDBUY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,AXDBUY,-
CM014226.1-1E2LHQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,1E2LHQ,-
CM014226.1-309ED8,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,309ED8,-
CM014226.1-IOHDJ9,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,IOHDJ9,-
CM014226.1-YJI1P7,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,YJI1P7,-
CM014226.1-VD1Y8N,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,VD1Y8N,-
CM014226.1-IYL030,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,IYL030,-
CM014226.1-A6E4NE,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,A6E4NE,-
CM014226.1-4PRMWV,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,4PRMWV,-
CM014226.1-XKE118,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,XKE118,-
CM014226.1-5OB7SO,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,5OB7SO,-
CM014244.1-I9WFFA,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014244.1,I9WFFA,+
CM014226.1-085IJN,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,085IJN,-
CM014226.1-LBPEV2,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,LBPEV2,-
CM014226.1-FNG1FK,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,FNG1FK,-
CM014226.1-X0Z5IX,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,X0Z5IX,-
CM014226.1-0NI9JR,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014226.1,0NI9JR,-
CM014226.1-5XK8UY,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,5XK8UY,-
CM014226.1-YCWTN4,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,YCWTN4,-
CM014226.1-KX0FVE,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,KX0FVE,-
CM014226.1-VS751X,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,VS751X,-
CM014226.1-47ZBC0,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,47ZBC0,-
CM014226.1-RPIU5H,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,RPIU5H,-
CM014226.1-R5GQ8H,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014226.1,R5GQ8H,-
CM014226.1-77DIZ3,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014226.1,77DIZ3,-
CM014244.1-7DTI46,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014244.1,7DTI46,-
CM014229.1-HYUGEP,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,HYUGEP,+
CM014229.1-C6YVI6,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,C6YVI6,+
CM014228.1-LP7CT3,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014228.1,LP7CT3,+
CM014229.1-UQSMXL,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,UQSMXL,+
CM014229.1-51KE6H,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,51KE6H,+
CM014229.1-7MYTP8,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,7MYTP8,+
CM014229.1-ALXIXQ,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014229.1,ALXIXQ,+
CM014229.1-7C8B22,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014229.1,7C8B22,+
CM014229.1-IRRL0X,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,IRRL0X,+
CM014229.1-7G0J0T,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014229.1,7G0J0T,+
CM014229.1-4CVXA2,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014229.1,4CVXA2,+
CM014237.1-7MMX38,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,7MMX38,-
CM014237.1-MI5SYS,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,MI5SYS,-
CM014237.1-VHOKF1,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,VHOKF1,-
CM014237.1-G0CXIW,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,G0CXIW,-
CM014237.1-28R37C,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014237.1,28R37C,-
CM014242.1-EJGQE8,Spumaretrovirus,Feline foamy virus,FFV,Rhinolophus_ferrumequinum,POL,CM014242.1,EJGQE8,+
CM014237.1-OR023O,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,OR023O,-
CM014237.1-L4504M,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,L4504M,-
CM014237.1-N2MUUA,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,N2MUUA,-
CM014237.1-04T1AX,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,04T1AX,-
CM014237.1-XU3BKW,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,XU3BKW,-
CM014237.1-JIE86C,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,JIE86C,-
CM014237.1-MFY67O,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,MFY67O,-
CM014237.1-RRXS8L,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,RRXS8L,-
CM014237.1-6OGC56,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,6OGC56,+
CM014237.1-RS060S,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,RS060S,+
CM014237.1-PEPIBC,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,PEPIBC,+
CM014237.1-EYP6T0,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,EYP6T0,+
CM014237.1-O6YAM2,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014237.1,O6YAM2,+
CM014237.1-YYB4UN,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,YYB4UN,+
CM014237.1-JZNKQ9,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014237.1,JZNKQ9,+
CM014237.1-P6L18K,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014237.1,P6L18K,+
CM014245.1-5FWX94,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014245.1,5FWX94,-
CM014245.1-5VWZQ7,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014245.1,5VWZQ7,-
CM014245.1-FY28BB,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,GAG,CM014245.1,FY28BB,-
CM014245.1-HHLM6B,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014245.1,HHLM6B,-
CM014245.1-1XBUD9,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,ENV,CM014245.1,1XBUD9,-
CM014245.1-9G2S3T,Gammaretrovirus,Desmodus rotundus endogenous retrovirus,DrERV,Rhinolophus_ferrumequinum,POL,CM014245.1,9G2S3T,-
